"id","District","FIPS","Year","Grade","Measure Type","Variable","Value"
655,"Kent School District",NA,"2010-2011","Pre Kindergarten","Number","Student Enrollment",6
655,"Kent School District",NA,"2010-2011","Kindergarten","Number","Student Enrollment",33
655,"Kent School District",NA,"2010-2011","1","Number","Student Enrollment",38
655,"Kent School District",NA,"2010-2011","2","Number","Student Enrollment",38
655,"Kent School District",NA,"2010-2011","3","Number","Student Enrollment",29
655,"Kent School District",NA,"2010-2011","4","Number","Student Enrollment",33
655,"Kent School District",NA,"2010-2011","5","Number","Student Enrollment",30
655,"Kent School District",NA,"2010-2011","6","Number","Student Enrollment",29
655,"Kent School District",NA,"2010-2011","7","Number","Student Enrollment",22
655,"Kent School District",NA,"2010-2011","8","Number","Student Enrollment",29
655,"Kent School District",NA,"2010-2011","9","Number","Student Enrollment",0
655,"Kent School District",NA,"2010-2011","10","Number","Student Enrollment",0
655,"Kent School District",NA,"2010-2011","11","Number","Student Enrollment",0
655,"Kent School District",NA,"2010-2011","12","Number","Student Enrollment",0
655,"Kent School District",NA,"2010-2011","Total","Number","Student Enrollment",287
853,"Kent School District",NA,"2011-2012","Pre Kindergarten","Number","Student Enrollment",NA
853,"Kent School District",NA,"2011-2012","Kindergarten","Number","Student Enrollment",32
853,"Kent School District",NA,"2011-2012","1","Number","Student Enrollment",29
853,"Kent School District",NA,"2011-2012","2","Number","Student Enrollment",38
853,"Kent School District",NA,"2011-2012","3","Number","Student Enrollment",39
853,"Kent School District",NA,"2011-2012","4","Number","Student Enrollment",28
853,"Kent School District",NA,"2011-2012","5","Number","Student Enrollment",31
853,"Kent School District",NA,"2011-2012","6","Number","Student Enrollment",29
853,"Kent School District",NA,"2011-2012","7","Number","Student Enrollment",24
853,"Kent School District",NA,"2011-2012","8","Number","Student Enrollment",NA
853,"Kent School District",NA,"2011-2012","9","Number","Student Enrollment",0
853,"Kent School District",NA,"2011-2012","10","Number","Student Enrollment",0
853,"Kent School District",NA,"2011-2012","11","Number","Student Enrollment",0
853,"Kent School District",NA,"2011-2012","12","Number","Student Enrollment",0
853,"Kent School District",NA,"2011-2012","Total","Number","Student Enrollment",278
1049,"Kent School District",NA,"2012-2013","Pre Kindergarten","Number","Student Enrollment",6
1049,"Kent School District",NA,"2012-2013","Kindergarten","Number","Student Enrollment",25
1049,"Kent School District",NA,"2012-2013","1","Number","Student Enrollment",29
1049,"Kent School District",NA,"2012-2013","2","Number","Student Enrollment",29
1049,"Kent School District",NA,"2012-2013","3","Number","Student Enrollment",37
1049,"Kent School District",NA,"2012-2013","4","Number","Student Enrollment",39
1049,"Kent School District",NA,"2012-2013","5","Number","Student Enrollment",25
1049,"Kent School District",NA,"2012-2013","6","Number","Student Enrollment",31
1049,"Kent School District",NA,"2012-2013","7","Number","Student Enrollment",28
1049,"Kent School District",NA,"2012-2013","8","Number","Student Enrollment",22
1049,"Kent School District",NA,"2012-2013","9","Number","Student Enrollment",0
1049,"Kent School District",NA,"2012-2013","10","Number","Student Enrollment",0
1049,"Kent School District",NA,"2012-2013","11","Number","Student Enrollment",0
1049,"Kent School District",NA,"2012-2013","12","Number","Student Enrollment",0
1049,"Kent School District",NA,"2012-2013","Total","Number","Student Enrollment",271
1248,"Kent School District",NA,"2013-2014","Pre Kindergarten","Number","Student Enrollment",9
1248,"Kent School District",NA,"2013-2014","Kindergarten","Number","Student Enrollment",25
1248,"Kent School District",NA,"2013-2014","1","Number","Student Enrollment",24
1248,"Kent School District",NA,"2013-2014","2","Number","Student Enrollment",27
1248,"Kent School District",NA,"2013-2014","3","Number","Student Enrollment",30
1248,"Kent School District",NA,"2013-2014","4","Number","Student Enrollment",38
1248,"Kent School District",NA,"2013-2014","5","Number","Student Enrollment",35
1248,"Kent School District",NA,"2013-2014","6","Number","Student Enrollment",23
1248,"Kent School District",NA,"2013-2014","7","Number","Student Enrollment",31
1248,"Kent School District",NA,"2013-2014","8","Number","Student Enrollment",30
1248,"Kent School District",NA,"2013-2014","9","Number","Student Enrollment",0
1248,"Kent School District",NA,"2013-2014","10","Number","Student Enrollment",0
1248,"Kent School District",NA,"2013-2014","11","Number","Student Enrollment",0
1248,"Kent School District",NA,"2013-2014","12","Number","Student Enrollment",0
1248,"Kent School District",NA,"2013-2014","Total","Number","Student Enrollment",272
1446,"Kent School District",NA,"2014-2015","Pre Kindergarten","Number","Student Enrollment",12
1446,"Kent School District",NA,"2014-2015","Kindergarten","Number","Student Enrollment",26
1446,"Kent School District",NA,"2014-2015","1","Number","Student Enrollment",25
1446,"Kent School District",NA,"2014-2015","2","Number","Student Enrollment",23
1446,"Kent School District",NA,"2014-2015","3","Number","Student Enrollment",24
1446,"Kent School District",NA,"2014-2015","4","Number","Student Enrollment",29
1446,"Kent School District",NA,"2014-2015","5","Number","Student Enrollment",32
1446,"Kent School District",NA,"2014-2015","6","Number","Student Enrollment",33
1446,"Kent School District",NA,"2014-2015","7","Number","Student Enrollment",23
1446,"Kent School District",NA,"2014-2015","8","Number","Student Enrollment",31
1446,"Kent School District",NA,"2014-2015","9","Number","Student Enrollment",0
1446,"Kent School District",NA,"2014-2015","10","Number","Student Enrollment",0
1446,"Kent School District",NA,"2014-2015","11","Number","Student Enrollment",0
1446,"Kent School District",NA,"2014-2015","12","Number","Student Enrollment",0
1446,"Kent School District",NA,"2014-2015","Total","Number","Student Enrollment",258
1649,"Kent School District",NA,"2015-2016","Pre Kindergarten","Number","Student Enrollment",8
1649,"Kent School District",NA,"2015-2016","Kindergarten","Number","Student Enrollment",21
1649,"Kent School District",NA,"2015-2016","1","Number","Student Enrollment",24
1649,"Kent School District",NA,"2015-2016","2","Number","Student Enrollment",23
1649,"Kent School District",NA,"2015-2016","3","Number","Student Enrollment",23
1649,"Kent School District",NA,"2015-2016","4","Number","Student Enrollment",27
1649,"Kent School District",NA,"2015-2016","5","Number","Student Enrollment",27
1649,"Kent School District",NA,"2015-2016","6","Number","Student Enrollment",32
1649,"Kent School District",NA,"2015-2016","7","Number","Student Enrollment",30
1649,"Kent School District",NA,"2015-2016","8","Number","Student Enrollment",22
1649,"Kent School District",NA,"2015-2016","9","Number","Student Enrollment",0
1649,"Kent School District",NA,"2015-2016","10","Number","Student Enrollment",0
1649,"Kent School District",NA,"2015-2016","11","Number","Student Enrollment",0
1649,"Kent School District",NA,"2015-2016","12","Number","Student Enrollment",0
1649,"Kent School District",NA,"2015-2016","Total","Number","Student Enrollment",237
63,"Killingly School District",901540500,"2007-2008","Pre Kindergarten","Number","Student Enrollment",71
63,"Killingly School District",901540500,"2007-2008","Kindergarten","Number","Student Enrollment",186
63,"Killingly School District",901540500,"2007-2008","1","Number","Student Enrollment",208
63,"Killingly School District",901540500,"2007-2008","2","Number","Student Enrollment",212
63,"Killingly School District",901540500,"2007-2008","3","Number","Student Enrollment",188
63,"Killingly School District",901540500,"2007-2008","4","Number","Student Enrollment",194
63,"Killingly School District",901540500,"2007-2008","5","Number","Student Enrollment",185
63,"Killingly School District",901540500,"2007-2008","6","Number","Student Enrollment",209
63,"Killingly School District",901540500,"2007-2008","7","Number","Student Enrollment",230
63,"Killingly School District",901540500,"2007-2008","8","Number","Student Enrollment",203
63,"Killingly School District",901540500,"2007-2008","9","Number","Student Enrollment",183
63,"Killingly School District",901540500,"2007-2008","10","Number","Student Enrollment",241
63,"Killingly School District",901540500,"2007-2008","11","Number","Student Enrollment",220
63,"Killingly School District",901540500,"2007-2008","12","Number","Student Enrollment",205
63,"Killingly School District",901540500,"2007-2008","Total","Number","Student Enrollment",2735
260,"Killingly School District",901540500,"2008-2009","Pre Kindergarten","Number","Student Enrollment",83
260,"Killingly School District",901540500,"2008-2009","Kindergarten","Number","Student Enrollment",200
260,"Killingly School District",901540500,"2008-2009","1","Number","Student Enrollment",182
260,"Killingly School District",901540500,"2008-2009","2","Number","Student Enrollment",208
260,"Killingly School District",901540500,"2008-2009","3","Number","Student Enrollment",218
260,"Killingly School District",901540500,"2008-2009","4","Number","Student Enrollment",190
260,"Killingly School District",901540500,"2008-2009","5","Number","Student Enrollment",203
260,"Killingly School District",901540500,"2008-2009","6","Number","Student Enrollment",182
260,"Killingly School District",901540500,"2008-2009","7","Number","Student Enrollment",211
260,"Killingly School District",901540500,"2008-2009","8","Number","Student Enrollment",241
260,"Killingly School District",901540500,"2008-2009","9","Number","Student Enrollment",187
260,"Killingly School District",901540500,"2008-2009","10","Number","Student Enrollment",189
260,"Killingly School District",901540500,"2008-2009","11","Number","Student Enrollment",234
260,"Killingly School District",901540500,"2008-2009","12","Number","Student Enrollment",196
260,"Killingly School District",901540500,"2008-2009","Total","Number","Student Enrollment",2724
459,"Killingly School District",901540500,"2009-2010","Pre Kindergarten","Number","Student Enrollment",100
459,"Killingly School District",901540500,"2009-2010","Kindergarten","Number","Student Enrollment",192
459,"Killingly School District",901540500,"2009-2010","1","Number","Student Enrollment",212
459,"Killingly School District",901540500,"2009-2010","2","Number","Student Enrollment",185
459,"Killingly School District",901540500,"2009-2010","3","Number","Student Enrollment",201
459,"Killingly School District",901540500,"2009-2010","4","Number","Student Enrollment",218
459,"Killingly School District",901540500,"2009-2010","5","Number","Student Enrollment",186
459,"Killingly School District",901540500,"2009-2010","6","Number","Student Enrollment",209
459,"Killingly School District",901540500,"2009-2010","7","Number","Student Enrollment",190
459,"Killingly School District",901540500,"2009-2010","8","Number","Student Enrollment",212
459,"Killingly School District",901540500,"2009-2010","9","Number","Student Enrollment",225
459,"Killingly School District",901540500,"2009-2010","10","Number","Student Enrollment",192
459,"Killingly School District",901540500,"2009-2010","11","Number","Student Enrollment",181
459,"Killingly School District",901540500,"2009-2010","12","Number","Student Enrollment",205
459,"Killingly School District",901540500,"2009-2010","Total","Number","Student Enrollment",2708
656,"Killingly School District",901540500,"2010-2011","Pre Kindergarten","Number","Student Enrollment",107
656,"Killingly School District",901540500,"2010-2011","Kindergarten","Number","Student Enrollment",198
656,"Killingly School District",901540500,"2010-2011","1","Number","Student Enrollment",183
656,"Killingly School District",901540500,"2010-2011","2","Number","Student Enrollment",201
656,"Killingly School District",901540500,"2010-2011","3","Number","Student Enrollment",188
656,"Killingly School District",901540500,"2010-2011","4","Number","Student Enrollment",202
656,"Killingly School District",901540500,"2010-2011","5","Number","Student Enrollment",224
656,"Killingly School District",901540500,"2010-2011","6","Number","Student Enrollment",190
656,"Killingly School District",901540500,"2010-2011","7","Number","Student Enrollment",220
656,"Killingly School District",901540500,"2010-2011","8","Number","Student Enrollment",195
656,"Killingly School District",901540500,"2010-2011","9","Number","Student Enrollment",240
656,"Killingly School District",901540500,"2010-2011","10","Number","Student Enrollment",201
656,"Killingly School District",901540500,"2010-2011","11","Number","Student Enrollment",191
656,"Killingly School District",901540500,"2010-2011","12","Number","Student Enrollment",171
656,"Killingly School District",901540500,"2010-2011","Total","Number","Student Enrollment",2711
854,"Killingly School District",901540500,"2011-2012","Pre Kindergarten","Number","Student Enrollment",100
854,"Killingly School District",901540500,"2011-2012","Kindergarten","Number","Student Enrollment",187
854,"Killingly School District",901540500,"2011-2012","1","Number","Student Enrollment",196
854,"Killingly School District",901540500,"2011-2012","2","Number","Student Enrollment",183
854,"Killingly School District",901540500,"2011-2012","3","Number","Student Enrollment",198
854,"Killingly School District",901540500,"2011-2012","4","Number","Student Enrollment",183
854,"Killingly School District",901540500,"2011-2012","5","Number","Student Enrollment",196
854,"Killingly School District",901540500,"2011-2012","6","Number","Student Enrollment",214
854,"Killingly School District",901540500,"2011-2012","7","Number","Student Enrollment",192
854,"Killingly School District",901540500,"2011-2012","8","Number","Student Enrollment",217
854,"Killingly School District",901540500,"2011-2012","9","Number","Student Enrollment",249
854,"Killingly School District",901540500,"2011-2012","10","Number","Student Enrollment",231
854,"Killingly School District",901540500,"2011-2012","11","Number","Student Enrollment",186
854,"Killingly School District",901540500,"2011-2012","12","Number","Student Enrollment",172
854,"Killingly School District",901540500,"2011-2012","Total","Number","Student Enrollment",2704
1050,"Killingly School District",901540500,"2012-2013","Pre Kindergarten","Number","Student Enrollment",99
1050,"Killingly School District",901540500,"2012-2013","Kindergarten","Number","Student Enrollment",174
1050,"Killingly School District",901540500,"2012-2013","1","Number","Student Enrollment",181
1050,"Killingly School District",901540500,"2012-2013","2","Number","Student Enrollment",187
1050,"Killingly School District",901540500,"2012-2013","3","Number","Student Enrollment",180
1050,"Killingly School District",901540500,"2012-2013","4","Number","Student Enrollment",186
1050,"Killingly School District",901540500,"2012-2013","5","Number","Student Enrollment",187
1050,"Killingly School District",901540500,"2012-2013","6","Number","Student Enrollment",194
1050,"Killingly School District",901540500,"2012-2013","7","Number","Student Enrollment",217
1050,"Killingly School District",901540500,"2012-2013","8","Number","Student Enrollment",197
1050,"Killingly School District",901540500,"2012-2013","9","Number","Student Enrollment",312
1050,"Killingly School District",901540500,"2012-2013","10","Number","Student Enrollment",226
1050,"Killingly School District",901540500,"2012-2013","11","Number","Student Enrollment",211
1050,"Killingly School District",901540500,"2012-2013","12","Number","Student Enrollment",165
1050,"Killingly School District",901540500,"2012-2013","Total","Number","Student Enrollment",2716
1249,"Killingly School District",901540500,"2013-2014","Pre Kindergarten","Number","Student Enrollment",115
1249,"Killingly School District",901540500,"2013-2014","Kindergarten","Number","Student Enrollment",163
1249,"Killingly School District",901540500,"2013-2014","1","Number","Student Enrollment",181
1249,"Killingly School District",901540500,"2013-2014","2","Number","Student Enrollment",178
1249,"Killingly School District",901540500,"2013-2014","3","Number","Student Enrollment",173
1249,"Killingly School District",901540500,"2013-2014","4","Number","Student Enrollment",179
1249,"Killingly School District",901540500,"2013-2014","5","Number","Student Enrollment",190
1249,"Killingly School District",901540500,"2013-2014","6","Number","Student Enrollment",185
1249,"Killingly School District",901540500,"2013-2014","7","Number","Student Enrollment",196
1249,"Killingly School District",901540500,"2013-2014","8","Number","Student Enrollment",214
1249,"Killingly School District",901540500,"2013-2014","9","Number","Student Enrollment",278
1249,"Killingly School District",901540500,"2013-2014","10","Number","Student Enrollment",229
1249,"Killingly School District",901540500,"2013-2014","11","Number","Student Enrollment",194
1249,"Killingly School District",901540500,"2013-2014","12","Number","Student Enrollment",196
1249,"Killingly School District",901540500,"2013-2014","Total","Number","Student Enrollment",2671
1447,"Killingly School District",901540500,"2014-2015","Pre Kindergarten","Number","Student Enrollment",135
1447,"Killingly School District",901540500,"2014-2015","Kindergarten","Number","Student Enrollment",180
1447,"Killingly School District",901540500,"2014-2015","1","Number","Student Enrollment",168
1447,"Killingly School District",901540500,"2014-2015","2","Number","Student Enrollment",165
1447,"Killingly School District",901540500,"2014-2015","3","Number","Student Enrollment",175
1447,"Killingly School District",901540500,"2014-2015","4","Number","Student Enrollment",167
1447,"Killingly School District",901540500,"2014-2015","5","Number","Student Enrollment",174
1447,"Killingly School District",901540500,"2014-2015","6","Number","Student Enrollment",180
1447,"Killingly School District",901540500,"2014-2015","7","Number","Student Enrollment",183
1447,"Killingly School District",901540500,"2014-2015","8","Number","Student Enrollment",195
1447,"Killingly School District",901540500,"2014-2015","9","Number","Student Enrollment",255
1447,"Killingly School District",901540500,"2014-2015","10","Number","Student Enrollment",227
1447,"Killingly School District",901540500,"2014-2015","11","Number","Student Enrollment",186
1447,"Killingly School District",901540500,"2014-2015","12","Number","Student Enrollment",186
1447,"Killingly School District",901540500,"2014-2015","Total","Number","Student Enrollment",2576
1650,"Killingly School District",901540500,"2015-2016","Pre Kindergarten","Number","Student Enrollment",160
1650,"Killingly School District",901540500,"2015-2016","Kindergarten","Number","Student Enrollment",176
1650,"Killingly School District",901540500,"2015-2016","1","Number","Student Enrollment",174
1650,"Killingly School District",901540500,"2015-2016","2","Number","Student Enrollment",170
1650,"Killingly School District",901540500,"2015-2016","3","Number","Student Enrollment",157
1650,"Killingly School District",901540500,"2015-2016","4","Number","Student Enrollment",169
1650,"Killingly School District",901540500,"2015-2016","5","Number","Student Enrollment",170
1650,"Killingly School District",901540500,"2015-2016","6","Number","Student Enrollment",168
1650,"Killingly School District",901540500,"2015-2016","7","Number","Student Enrollment",184
1650,"Killingly School District",901540500,"2015-2016","8","Number","Student Enrollment",185
1650,"Killingly School District",901540500,"2015-2016","9","Number","Student Enrollment",261
1650,"Killingly School District",901540500,"2015-2016","10","Number","Student Enrollment",202
1650,"Killingly School District",901540500,"2015-2016","11","Number","Student Enrollment",199
1650,"Killingly School District",901540500,"2015-2016","12","Number","Student Enrollment",221
1650,"Killingly School District",901540500,"2015-2016","Total","Number","Student Enrollment",2596
64,"LEARN",NA,"2007-2008","Pre Kindergarten","Number","Student Enrollment",325
64,"LEARN",NA,"2007-2008","Kindergarten","Number","Student Enrollment",283
64,"LEARN",NA,"2007-2008","1","Number","Student Enrollment",104
64,"LEARN",NA,"2007-2008","2","Number","Student Enrollment",87
64,"LEARN",NA,"2007-2008","3","Number","Student Enrollment",88
64,"LEARN",NA,"2007-2008","4","Number","Student Enrollment",87
64,"LEARN",NA,"2007-2008","5","Number","Student Enrollment",89
64,"LEARN",NA,"2007-2008","6","Number","Student Enrollment",NA
64,"LEARN",NA,"2007-2008","7","Number","Student Enrollment",NA
64,"LEARN",NA,"2007-2008","8","Number","Student Enrollment",NA
64,"LEARN",NA,"2007-2008","9","Number","Student Enrollment",0
64,"LEARN",NA,"2007-2008","10","Number","Student Enrollment",NA
64,"LEARN",NA,"2007-2008","11","Number","Student Enrollment",0
64,"LEARN",NA,"2007-2008","12","Number","Student Enrollment",NA
64,"LEARN",NA,"2007-2008","Total","Number","Student Enrollment",1077
261,"LEARN",NA,"2008-2009","Pre Kindergarten","Number","Student Enrollment",311
261,"LEARN",NA,"2008-2009","Kindergarten","Number","Student Enrollment",277
261,"LEARN",NA,"2008-2009","1","Number","Student Enrollment",93
261,"LEARN",NA,"2008-2009","2","Number","Student Enrollment",94
261,"LEARN",NA,"2008-2009","3","Number","Student Enrollment",86
261,"LEARN",NA,"2008-2009","4","Number","Student Enrollment",86
261,"LEARN",NA,"2008-2009","5","Number","Student Enrollment",79
261,"LEARN",NA,"2008-2009","6","Number","Student Enrollment",NA
261,"LEARN",NA,"2008-2009","7","Number","Student Enrollment",NA
261,"LEARN",NA,"2008-2009","8","Number","Student Enrollment",NA
261,"LEARN",NA,"2008-2009","9","Number","Student Enrollment",NA
261,"LEARN",NA,"2008-2009","10","Number","Student Enrollment",0
261,"LEARN",NA,"2008-2009","11","Number","Student Enrollment",NA
261,"LEARN",NA,"2008-2009","12","Number","Student Enrollment",NA
261,"LEARN",NA,"2008-2009","Total","Number","Student Enrollment",1037
460,"LEARN",NA,"2009-2010","Pre Kindergarten","Number","Student Enrollment",344
460,"LEARN",NA,"2009-2010","Kindergarten","Number","Student Enrollment",247
460,"LEARN",NA,"2009-2010","1","Number","Student Enrollment",91
460,"LEARN",NA,"2009-2010","2","Number","Student Enrollment",88
460,"LEARN",NA,"2009-2010","3","Number","Student Enrollment",96
460,"LEARN",NA,"2009-2010","4","Number","Student Enrollment",89
460,"LEARN",NA,"2009-2010","5","Number","Student Enrollment",83
460,"LEARN",NA,"2009-2010","6","Number","Student Enrollment",31
460,"LEARN",NA,"2009-2010","7","Number","Student Enrollment",21
460,"LEARN",NA,"2009-2010","8","Number","Student Enrollment",27
460,"LEARN",NA,"2009-2010","9","Number","Student Enrollment",NA
460,"LEARN",NA,"2009-2010","10","Number","Student Enrollment",NA
460,"LEARN",NA,"2009-2010","11","Number","Student Enrollment",0
460,"LEARN",NA,"2009-2010","12","Number","Student Enrollment",NA
460,"LEARN",NA,"2009-2010","Total","Number","Student Enrollment",1121
657,"LEARN",NA,"2010-2011","Pre Kindergarten","Number","Student Enrollment",324
657,"LEARN",NA,"2010-2011","Kindergarten","Number","Student Enrollment",267
657,"LEARN",NA,"2010-2011","1","Number","Student Enrollment",93
657,"LEARN",NA,"2010-2011","2","Number","Student Enrollment",97
657,"LEARN",NA,"2010-2011","3","Number","Student Enrollment",91
657,"LEARN",NA,"2010-2011","4","Number","Student Enrollment",92
657,"LEARN",NA,"2010-2011","5","Number","Student Enrollment",87
657,"LEARN",NA,"2010-2011","6","Number","Student Enrollment",40
657,"LEARN",NA,"2010-2011","7","Number","Student Enrollment",31
657,"LEARN",NA,"2010-2011","8","Number","Student Enrollment",21
657,"LEARN",NA,"2010-2011","9","Number","Student Enrollment",112
657,"LEARN",NA,"2010-2011","10","Number","Student Enrollment",36
657,"LEARN",NA,"2010-2011","11","Number","Student Enrollment",NA
657,"LEARN",NA,"2010-2011","12","Number","Student Enrollment",NA
657,"LEARN",NA,"2010-2011","Total","Number","Student Enrollment",1295
855,"LEARN",NA,"2011-2012","Pre Kindergarten","Number","Student Enrollment",354
855,"LEARN",NA,"2011-2012","Kindergarten","Number","Student Enrollment",256
855,"LEARN",NA,"2011-2012","1","Number","Student Enrollment",92
855,"LEARN",NA,"2011-2012","2","Number","Student Enrollment",90
855,"LEARN",NA,"2011-2012","3","Number","Student Enrollment",97
855,"LEARN",NA,"2011-2012","4","Number","Student Enrollment",83
855,"LEARN",NA,"2011-2012","5","Number","Student Enrollment",85
855,"LEARN",NA,"2011-2012","6","Number","Student Enrollment",32
855,"LEARN",NA,"2011-2012","7","Number","Student Enrollment",32
855,"LEARN",NA,"2011-2012","8","Number","Student Enrollment",NA
855,"LEARN",NA,"2011-2012","9","Number","Student Enrollment",200
855,"LEARN",NA,"2011-2012","10","Number","Student Enrollment",131
855,"LEARN",NA,"2011-2012","11","Number","Student Enrollment",32
855,"LEARN",NA,"2011-2012","12","Number","Student Enrollment",NA
855,"LEARN",NA,"2011-2012","Total","Number","Student Enrollment",1514
1051,"LEARN",NA,"2012-2013","Pre Kindergarten","Number","Student Enrollment",349
1051,"LEARN",NA,"2012-2013","Kindergarten","Number","Student Enrollment",268
1051,"LEARN",NA,"2012-2013","1","Number","Student Enrollment",101
1051,"LEARN",NA,"2012-2013","2","Number","Student Enrollment",98
1051,"LEARN",NA,"2012-2013","3","Number","Student Enrollment",91
1051,"LEARN",NA,"2012-2013","4","Number","Student Enrollment",87
1051,"LEARN",NA,"2012-2013","5","Number","Student Enrollment",82
1051,"LEARN",NA,"2012-2013","6","Number","Student Enrollment",47
1051,"LEARN",NA,"2012-2013","7","Number","Student Enrollment",30
1051,"LEARN",NA,"2012-2013","8","Number","Student Enrollment",34
1051,"LEARN",NA,"2012-2013","9","Number","Student Enrollment",183
1051,"LEARN",NA,"2012-2013","10","Number","Student Enrollment",171
1051,"LEARN",NA,"2012-2013","11","Number","Student Enrollment",144
1051,"LEARN",NA,"2012-2013","12","Number","Student Enrollment",43
1051,"LEARN",NA,"2012-2013","Total","Number","Student Enrollment",1728
1250,"LEARN",NA,"2013-2014","Pre Kindergarten","Number","Student Enrollment",535
1250,"LEARN",NA,"2013-2014","Kindergarten","Number","Student Enrollment",311
1250,"LEARN",NA,"2013-2014","1","Number","Student Enrollment",102
1250,"LEARN",NA,"2013-2014","2","Number","Student Enrollment",90
1250,"LEARN",NA,"2013-2014","3","Number","Student Enrollment",95
1250,"LEARN",NA,"2013-2014","4","Number","Student Enrollment",82
1250,"LEARN",NA,"2013-2014","5","Number","Student Enrollment",79
1250,"LEARN",NA,"2013-2014","6","Number","Student Enrollment",51
1250,"LEARN",NA,"2013-2014","7","Number","Student Enrollment",42
1250,"LEARN",NA,"2013-2014","8","Number","Student Enrollment",36
1250,"LEARN",NA,"2013-2014","9","Number","Student Enrollment",206
1250,"LEARN",NA,"2013-2014","10","Number","Student Enrollment",179
1250,"LEARN",NA,"2013-2014","11","Number","Student Enrollment",177
1250,"LEARN",NA,"2013-2014","12","Number","Student Enrollment",152
1250,"LEARN",NA,"2013-2014","Total","Number","Student Enrollment",2137
1448,"LEARN",NA,"2014-2015","Pre Kindergarten","Number","Student Enrollment",577
1448,"LEARN",NA,"2014-2015","Kindergarten","Number","Student Enrollment",273
1448,"LEARN",NA,"2014-2015","1","Number","Student Enrollment",162
1448,"LEARN",NA,"2014-2015","2","Number","Student Enrollment",99
1448,"LEARN",NA,"2014-2015","3","Number","Student Enrollment",90
1448,"LEARN",NA,"2014-2015","4","Number","Student Enrollment",91
1448,"LEARN",NA,"2014-2015","5","Number","Student Enrollment",77
1448,"LEARN",NA,"2014-2015","6","Number","Student Enrollment",56
1448,"LEARN",NA,"2014-2015","7","Number","Student Enrollment",53
1448,"LEARN",NA,"2014-2015","8","Number","Student Enrollment",41
1448,"LEARN",NA,"2014-2015","9","Number","Student Enrollment",193
1448,"LEARN",NA,"2014-2015","10","Number","Student Enrollment",187
1448,"LEARN",NA,"2014-2015","11","Number","Student Enrollment",208
1448,"LEARN",NA,"2014-2015","12","Number","Student Enrollment",163
1448,"LEARN",NA,"2014-2015","Total","Number","Student Enrollment",2270
1651,"LEARN",NA,"2015-2016","Pre Kindergarten","Number","Student Enrollment",569
1651,"LEARN",NA,"2015-2016","Kindergarten","Number","Student Enrollment",276
1651,"LEARN",NA,"2015-2016","1","Number","Student Enrollment",143
1651,"LEARN",NA,"2015-2016","2","Number","Student Enrollment",159
1651,"LEARN",NA,"2015-2016","3","Number","Student Enrollment",102
1651,"LEARN",NA,"2015-2016","4","Number","Student Enrollment",92
1651,"LEARN",NA,"2015-2016","5","Number","Student Enrollment",90
1651,"LEARN",NA,"2015-2016","6","Number","Student Enrollment",50
1651,"LEARN",NA,"2015-2016","7","Number","Student Enrollment",54
1651,"LEARN",NA,"2015-2016","8","Number","Student Enrollment",53
1651,"LEARN",NA,"2015-2016","9","Number","Student Enrollment",203
1651,"LEARN",NA,"2015-2016","10","Number","Student Enrollment",183
1651,"LEARN",NA,"2015-2016","11","Number","Student Enrollment",209
1651,"LEARN",NA,"2015-2016","12","Number","Student Enrollment",190
1651,"LEARN",NA,"2015-2016","Total","Number","Student Enrollment",2373
65,"Lebanon School District",901142390,"2007-2008","Pre Kindergarten","Number","Student Enrollment",45
65,"Lebanon School District",901142390,"2007-2008","Kindergarten","Number","Student Enrollment",83
65,"Lebanon School District",901142390,"2007-2008","1","Number","Student Enrollment",98
65,"Lebanon School District",901142390,"2007-2008","2","Number","Student Enrollment",89
65,"Lebanon School District",901142390,"2007-2008","3","Number","Student Enrollment",100
65,"Lebanon School District",901142390,"2007-2008","4","Number","Student Enrollment",99
65,"Lebanon School District",901142390,"2007-2008","5","Number","Student Enrollment",103
65,"Lebanon School District",901142390,"2007-2008","6","Number","Student Enrollment",109
65,"Lebanon School District",901142390,"2007-2008","7","Number","Student Enrollment",98
65,"Lebanon School District",901142390,"2007-2008","8","Number","Student Enrollment",115
65,"Lebanon School District",901142390,"2007-2008","9","Number","Student Enrollment",163
65,"Lebanon School District",901142390,"2007-2008","10","Number","Student Enrollment",145
65,"Lebanon School District",901142390,"2007-2008","11","Number","Student Enrollment",155
65,"Lebanon School District",901142390,"2007-2008","12","Number","Student Enrollment",128
65,"Lebanon School District",901142390,"2007-2008","Total","Number","Student Enrollment",1530
262,"Lebanon School District",901142390,"2008-2009","Pre Kindergarten","Number","Student Enrollment",58
262,"Lebanon School District",901142390,"2008-2009","Kindergarten","Number","Student Enrollment",88
262,"Lebanon School District",901142390,"2008-2009","1","Number","Student Enrollment",85
262,"Lebanon School District",901142390,"2008-2009","2","Number","Student Enrollment",98
262,"Lebanon School District",901142390,"2008-2009","3","Number","Student Enrollment",95
262,"Lebanon School District",901142390,"2008-2009","4","Number","Student Enrollment",101
262,"Lebanon School District",901142390,"2008-2009","5","Number","Student Enrollment",98
262,"Lebanon School District",901142390,"2008-2009","6","Number","Student Enrollment",100
262,"Lebanon School District",901142390,"2008-2009","7","Number","Student Enrollment",111
262,"Lebanon School District",901142390,"2008-2009","8","Number","Student Enrollment",107
262,"Lebanon School District",901142390,"2008-2009","9","Number","Student Enrollment",140
262,"Lebanon School District",901142390,"2008-2009","10","Number","Student Enrollment",172
